,rating,ana_timePlayed,ana_defensiveAssistsAvgPer10Min,ana_offensiveAssistsAvgPer10Min,ana_barrierDamageDoneAvgPer10Min,ana_criticalHitsAvgPer10Min,ana_deathsAvgPer10Min,ana_eliminationsAvgPer10Min,ana_finalBlowsAvgPer10Min,ana_healingDoneAvgPer10Min,ana_heroDamageDoneAvgPer10Min,ana_objectiveKillsAvgPer10Min,ana_objectiveTimeAvgPer10Min,ana_soloKillsAvgPer10Min,ana_timeSpentOnFireAvgPer10Min,ana_weaponAccuracy,ana_enemiesSleptAvgPer10Min,ana_nanoBoostAssistsAvgPer10Min,ana_scopedAccuracy,ana_selfHealingAvgPer10Min,ana_unscopedAccuracy,baptiste_timePlayed,baptiste_defensiveAssistsAvgPer10Min,baptiste_offensiveAssistsAvgPer10Min,baptiste_barrierDamageDoneAvgPer10Min,baptiste_criticalHitsAvgPer10Min,baptiste_deathsAvgPer10Min,baptiste_eliminationsAvgPer10Min,baptiste_finalBlowsAvgPer10Min,baptiste_healingDoneAvgPer10Min,baptiste_heroDamageDoneAvgPer10Min,baptiste_objectiveKillsAvgPer10Min,baptiste_objectiveTimeAvgPer10Min,baptiste_soloKillsAvgPer10Min,baptiste_timeSpentOnFireAvgPer10Min,baptiste_weaponAccuracy,baptiste_amplificationMatrixAssistsAvgPer10Min,baptiste_healingAccuracy,baptiste_immortalityFieldDeathsPreventedAvgPer10Min,baptiste_selfHealingAvgPer10Min,brigitte_timePlayed,brigitte_defensiveAssistsAvgPer10Min,brigitte_offensiveAssistsAvgPer10Min,brigitte_barrierDamageDoneAvgPer10Min,brigitte_criticalHitsAvgPer10Min,brigitte_deathsAvgPer10Min,brigitte_eliminationsAvgPer10Min,brigitte_finalBlowsAvgPer10Min,brigitte_healingDoneAvgPer10Min,brigitte_heroDamageDoneAvgPer10Min,brigitte_objectiveKillsAvgPer10Min,brigitte_objectiveTimeAvgPer10Min,brigitte_soloKillsAvgPer10Min,brigitte_timeSpentOnFireAvgPer10Min,brigitte_weaponAccuracy,brigitte_armorProvidedAvgPer10Min,brigitte_damageBlockedAvgPer10Min,brigitte_inspireUptimePercentage,lucio_timePlayed,lucio_defensiveAssistsAvgPer10Min,lucio_offensiveAssistsAvgPer10Min,lucio_barrierDamageDoneAvgPer10Min,lucio_criticalHitsAvgPer10Min,lucio_deathsAvgPer10Min,lucio_eliminationsAvgPer10Min,lucio_finalBlowsAvgPer10Min,lucio_healingDoneAvgPer10Min,lucio_heroDamageDoneAvgPer10Min,lucio_objectiveKillsAvgPer10Min,lucio_objectiveTimeAvgPer10Min,lucio_soloKillsAvgPer10Min,lucio_timeSpentOnFireAvgPer10Min,lucio_weaponAccuracy,lucio_soundBarriersProvidedAvgPer10Min,lucio_selfHealingAvgPer10Min,mercy_timePlayed,mercy_defensiveAssistsAvgPer10Min,mercy_offensiveAssistsAvgPer10Min,mercy_barrierDamageDoneAvgPer10Min,mercy_criticalHitsAvgPer10Min,mercy_deathsAvgPer10Min,mercy_eliminationsAvgPer10Min,mercy_finalBlowsAvgPer10Min,mercy_healingDoneAvgPer10Min,mercy_heroDamageDoneAvgPer10Min,mercy_objectiveKillsAvgPer10Min,mercy_objectiveTimeAvgPer10Min,mercy_soloKillsAvgPer10Min,mercy_timeSpentOnFireAvgPer10Min,mercy_weaponAccuracy,mercy_damageAmplifiedAvgPer10Min,mercy_playersResurrectedAvgPer10Min,moira_timePlayed,moira_defensiveAssistsAvgPer10Min,moira_offensiveAssistsAvgPer10Min,moira_barrierDamageDoneAvgPer10Min,moira_criticalHitsAvgPer10Min,moira_deathsAvgPer10Min,moira_eliminationsAvgPer10Min,moira_finalBlowsAvgPer10Min,moira_healingDoneAvgPer10Min,moira_heroDamageDoneAvgPer10Min,moira_objectiveKillsAvgPer10Min,moira_objectiveTimeAvgPer10Min,moira_soloKillsAvgPer10Min,moira_timeSpentOnFireAvgPer10Min,moira_weaponAccuracy,moira_coalescenceHealingAvgPer10Min,moira_coalescenceKillsAvgPer10Min,moira_secondaryFireAccuracy,moira_selfHealingAvgPer10Min,zenyatta_timePlayed,zenyatta_defensiveAssistsAvgPer10Min,zenyatta_offensiveAssistsAvgPer10Min,zenyatta_barrierDamageDoneAvgPer10Min,zenyatta_criticalHitsAvgPer10Min,zenyatta_deathsAvgPer10Min,zenyatta_eliminationsAvgPer10Min,zenyatta_finalBlowsAvgPer10Min,zenyatta_healingDoneAvgPer10Min,zenyatta_heroDamageDoneAvgPer10Min,zenyatta_objectiveKillsAvgPer10Min,zenyatta_objectiveTimeAvgPer10Min,zenyatta_soloKillsAvgPer10Min,zenyatta_timeSpentOnFireAvgPer10Min,zenyatta_weaponAccuracy,zenyatta_transcendenceHealingBest
561,2605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,2258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3642.0,8.07,2.04,2479.0,6.03,8.52,8.34,0.98,9335.0,2272.0,4.88,01:33,,00:18,19%,15.35,1815.0,,,,,,,,,,,,,,,,,,3605,6.45,,803,,8.33,18.01,4.27,4959,4324,7.08,01:27,,00:22,,822,3.43,37%,1018,,,,,,,,,,,,,,,,
563,1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649.0,14.51,3.84,894.0,4.59,6.08,8.33,1.69,6455.0,1387.0,3.37,01:08,,,24%,575.0,5.15,7252,10.14,,1401,,6.33,19.18,4.78,6638,5165,10.59,01:48,0.45,00:15,,1044,3.36,32%,1639,,,,,,,,,,,,,,,,
564,2116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,3631,10859.0,6.33,7.54,1703.0,,8.69,4.93,0.55,6545.0,1720.0,1.81,00:26,0.05,00:15,13%,2.71,3.07,54%,344.0,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3653.0,24.76,8.21,5.56,0.83,4.87,1.81,0.97,11136.0,120.0,0.28,00:41,0.14,00:23,25%,887.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,2650,7238.0,15.08,7.94,1885.0,,5.13,8.02,1.52,10910.0,1833.0,3.53,00:47,,00:43,12%,4.25,3.45,57%,475.0,49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18024.0,13.38,6.43,3832.0,15.42,6.72,14.77,2.7,11765.0,4609.0,7.85,02:18,0.17,01:39,27%,18.13,2341.0,,,,,,,,,,,,,,,,,,3638,19.88,,1030,,5.12,17.91,3.25,11439,5181,8.17,01:26,0.79,00:27,,1819,4.43,42%,1452,,,,,,,,,,,,,,,,
569,2832,3658.0,10.84,10.21,1306.0,,4.79,10.0,0.83,8094.0,2001.0,4.06,00:41,0.1,00:56,14%,6.46,3.44,58%,469.0,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,2766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3647,23.46,,1321,,4.45,21.92,4.2,13091,5114,12.07,01:06,0.26,01:04,,2071,4.62,52%,1361,,,,,,,,,,,,,,,,
571,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3634.0,17.24,4.96,13.06,0.91,9.01,1.04,0.65,8329.0,125.0,0.26,01:51,0.13,00:04,16%,624.0,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,3524,28859.0,12.35,10.21,1079.0,,5.74,10.12,2.06,10591.0,2388.0,4.12,01:08,0.08,01:09,24%,4.1,4.91,68%,420.0,64%,288026.0,16.87,2.76,2528.0,13.47,6.09,12.28,3.42,10293.0,3645.0,4.47,00:41,0.3,00:58,35%,2.76,77%,3.98,1102.0,64801.0,25.74,3.76,1007.0,,6.43,12.58,3.21,8810.0,3220.0,4.66,01:09,0.18,00:18,,1645.0,1553.0,33%,,,,,,,,,,,,,,,,,,68447.0,16.62,14.24,51.95,1.72,5.21,1.15,0.47,8741.0,235.0,0.26,00:28,0.17,00:10,31%,1897.0,6.84,,,,,,,,,,,,,,,,,,,,18016.0,20.81,15.24,4618.0,9.96,5.54,13.49,3.21,7112.0,4811.0,5.57,00:53,0.45,00:09,20%,2542.0
573,2994,3651.0,13.42,7.18,1026.0,,6.99,8.03,1.51,10165.0,1623.0,4.35,01:17,,00:24,14%,4.06,3.31,64%,533.0,55%,3611.0,17.74,1.92,2096.0,3.73,6.76,4.94,1.11,13361.0,1316.0,2.12,00:47,,00:53,27%,1.92,74%,3.43,1335.0,,,,,,,,,,,,,,,,,,,3659.0,10.29,7.38,1945.0,12.43,7.87,14.47,2.91,8766.0,3309.0,6.99,02:01,0.39,00:52,28%,10.68,1874.0,54037.0,22.21,12.73,25.4,0.94,4.96,0.73,0.36,11571.0,168.0,0.15,00:40,0.04,00:13,36%,1654.0,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,3063,14430.0,12.8,9.64,1055.0,,5.87,11.05,2.85,9752.0,2868.0,4.19,00:42,0.21,00:59,27%,5.21,4.05,66%,426.0,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,3020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,9.72,15.35,2579.0,14.51,7.89,17.47,3.8,5920.0,4141.0,5.78,01:01,0.56,00:52,24%,12.4,1531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,3349,21619.0,10.95,8.96,1174.0,,4.66,9.81,2.02,9402.0,2515.0,2.72,00:31,0.1,00:34,20%,5.2,3.39,62%,430.0,55%,3607.0,15.57,1.55,1233.0,8.2,6.42,8.8,2.38,10663.0,2627.0,2.73,00:23,0.24,00:22,28%,1.55,68%,3.09,1163.0,3618.0,20.21,3.71,860.0,,6.54,9.51,2.23,7610.0,2813.0,4.61,00:54,0.15,00:13,,1391.0,1605.0,27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7256.0,19.02,14.83,3978.0,9.58,5.39,13.84,4.68,6395.0,4466.0,3.41,00:28,1.21,00:23,18%,1753.0
577,2504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,2344,3642.0,13.03,7.84,1407.0,,6.11,10.03,2.19,9264.0,2602.0,3.58,00:41,0.23,00:16,16%,4.5,1.85,55%,433.0,47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,2145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,2160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,1806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,2826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,17.92,,603,,8.51,18.81,4.64,8788,4736,9.46,01:19,0.71,00:39,,1133,2.86,52%,1344,,,,,,,,,,,,,,,,
584,913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,1722,14426.0,12.68,11.2,1220.0,,5.8,11.6,1.99,7325.0,2665.0,5.06,00:55,0.2,00:57,22%,5.67,4.08,58%,373.0,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57607,19.47,,781,,4.82,17.95,3.58,11570,3226,8.49,01:13,0.38,00:24,,1759,5.49,57%,1657,,,,,,,,,,,,,,,,
586,1794,3628.0,8.18,7.6,1387.0,,9.49,10.08,2.34,6162.0,3273.0,4.38,02:20,0.44,02:08,24%,9.06,1.75,56%,583.0,45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14442.0,12.22,8.39,1618.0,17.81,7.39,15.98,3.42,10342.0,4414.0,8.56,03:02,0.45,02:39,29%,15.64,2352.0,10822.0,17.86,5.5,134.0,3.72,8.04,1.62,0.49,9758.0,449.0,0.7,01:33,0.11,00:17,25%,544.0,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,2782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,2011,14433.0,13.82,10.1,1198.0,,6.63,9.25,1.58,8317.0,1716.0,4.24,00:52,0.08,00:53,11%,5.62,3.39,54%,472.0,45%,3625.0,19.4,3.11,2002.0,7.83,7.09,9.82,2.74,9859.0,2197.0,5.84,01:40,0.12,01:16,23%,3.11,71%,3.86,1298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,633,,,,,,,,,,,,,,,,,,,,,10843.0,16.86,1.53,1260.0,5.26,7.2,8.07,2.2,8575.0,1801.0,3.78,01:27,,00:58,20%,1.53,53%,4.19,1532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3610.0,13.73,15.04,111.0,0.16,6.7,0.82,0.16,7079.0,71.94,0.49,01:02,0.16,,14%,1840.0,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,2603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7221.0,21.84,9.04,97.89,3.33,6.09,2.64,1.0,10176.0,456.0,1.0,01:06,0.19,00:20,23%,977.0,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,2178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,2606,10834.0,11.2,8.17,1391.0,,5.47,10.4,1.98,7483.0,2909.0,4.34,00:52,0.17,00:38,18%,5.72,2.74,49%,342.0,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7224.0,18.59,12.18,3135.0,9.33,6.05,12.25,4.13,6330.0,4360.0,3.85,00:40,1.07,00:29,19%,1188.0
593,3736,32457.0,15.09,10.19,1309.0,,4.9,10.65,1.94,10604.0,2471.0,3.54,00:45,0.12,01:22,25%,5.51,4.13,67%,403.0,66%,3611.0,22.24,3.07,2764.0,13.75,5.96,14.19,4.2,12018.0,3550.0,5.43,00:58,0.35,02:16,33%,3.07,73%,4.47,1081.0,,,,,,,,,,,,,,,,,,,3600.0,8.2,8.85,2009.0,11.97,7.87,11.15,1.48,7360.0,2739.0,6.88,01:48,,00:32,29%,9.18,1451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,1907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3625.0,11.7,2.73,2691.0,8.09,4.38,13.67,2.95,13170.0,3385.0,8.97,02:46,0.11,01:12,20%,12.03,2490.0,18019.0,21.04,0.23,2.11,0.37,5.26,0.43,0.07,12473.0,64.1,0.17,01:02,,00:02,22%,41.33,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,2569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3613.0,19.84,18.25,3261.0,8.84,4.87,14.51,4.31,6171.0,5038.0,4.76,01:05,0.45,00:29,19%,1288.0
598,2845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7257.0,14.11,10.68,178.0,0.9,7.47,0.45,0.07,9066.0,133.0,0.3,01:06,0.07,00:07,22%,1471.0,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,1996,3649.0,17.9,11.88,2629.0,,4.01,17.12,4.32,7320.0,4688.0,5.4,00:27,0.31,02:22,32%,5.86,3.55,54%,425.0,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3615.0,1.5,0.12,2243.0,36.89,5.48,20.56,6.73,2285.0,6210.0,5.98,00:32,2.24,00:27,32%,3.95,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,3206,3613.0,11.56,8.3,752.0,,6.34,9.05,1.59,9260.0,2255.0,3.08,00:31,0.09,00:44,19%,4.66,3.36,66%,330.0,59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3607.0,26.79,10.52,3.54,1.24,5.3,0.44,0.27,10834.0,119.0,,01:01,0.18,00:41,35%,718.0,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3657.0,8.91,8.19,1073.0,18.19,6.0,15.64,3.46,7829.0,3834.0,7.91,01:54,0.18,00:47,31%,10.64,1453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,1447,3655.0,8.11,7.15,1749.0,,8.58,6.04,1.11,6347.0,1837.0,3.66,01:15,,00:25,11%,6.2,2.54,45%,679.0,39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,1578,3650.0,14.33,10.13,1135.0,,7.76,11.42,2.37,7587.0,3003.0,5.06,01:28,0.11,01:34,18%,6.46,4.42,47%,586.0,47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,865,3608.0,9.99,6.46,1006.0,,7.22,7.56,1.76,6587.0,2612.0,3.36,01:13,0.08,01:19,17%,4.11,1.93,46%,455.0,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28856.0,10.33,4.91,2503.0,10.83,8.17,10.58,1.48,9875.0,2780.0,5.22,01:45,0.11,00:32,17%,12.24,2072.0,,,,,,,,,,,,,,,,,,10843,13.9,,788,,8.37,17.65,2.89,6890,4861,8.59,01:12,0.35,00:18,,1184,3.41,39%,843,,,,,,,,,,,,,,,,
608,3085,3647.0,11.6,11.6,1570.0,,8.62,12.23,1.57,8493.0,3279.0,3.14,00:30,0.31,01:24,24%,7.84,3.92,59%,786.0,53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3637,23.2,,1247,,8.49,28.35,7.65,10712,8535,7.18,00:47,1.2,02:31,,1773,7.89,66%,2003,,,,,,,,,,,,,,,,
609,2046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,1788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,1880,3604.0,11.59,5.73,1109.0,,6.53,5.59,1.07,8772.0,1585.0,2.13,01:13,,00:06,16%,3.2,2.26,59%,754.0,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650.0,10.45,3.92,2692.0,15.57,7.84,12.74,2.61,10035.0,3716.0,6.75,01:20,0.22,00:35,28%,14.16,2172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,4015,7230.0,12.03,9.96,913.0,,5.06,12.2,2.16,8603.0,3585.0,4.15,00:56,0.08,01:13,28%,5.48,2.24,63%,463.0,53%,21627.0,24.06,4.29,3654.0,17.95,5.62,16.87,5.01,12582.0,4865.0,5.98,00:43,0.49,03:03,34%,4.29,72%,3.62,1150.0,,,,,,,,,,,,,,,,,,,7221.0,8.83,11.57,2053.0,14.85,6.7,14.31,4.57,5982.0,3688.0,4.8,01:07,0.84,00:40,25%,10.66,1153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3603.0,17.49,14.26,3537.0,11.61,6.91,13.08,3.97,6597.0,5922.0,4.56,00:23,1.18,00:34,22%,1587.0
613,3164,,,,,,,,,,,,,,,,,,,,,7210.0,19.81,2.78,1322.0,6.63,6.47,7.78,2.05,11209.0,2087.0,4.01,00:37,0.33,00:53,32%,2.78,78%,2.54,1209.0,,,,,,,,,,,,,,,,,,,21630.0,13.47,11.81,2241.0,16.19,5.75,16.81,3.41,9254.0,4027.0,6.55,01:34,0.7,01:27,27%,14.67,1871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,2795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,2079,3602.0,7.09,7.41,1505.0,,7.9,8.22,0.97,6892.0,2278.0,3.22,00:53,0.16,00:26,12%,5.64,1.61,38%,227.0,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,2247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,2084,,,,,,,,,,,,,,,,,,,,,3631.0,18.79,3.61,3051.0,22.55,6.16,20.6,7.82,8030.0,6352.0,10.22,00:45,1.05,02:01,31%,3.61,70%,3.61,1306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
