,rating,dVa_timePlayed,dVa_barrierDamageDoneAvgPer10Min,dVa_criticalHitsAvgPer10Min,dVa_deathsAvgPer10Min,dVa_eliminationsAvgPer10Min,dVa_finalBlowsAvgPer10Min,dVa_heroDamageDoneAvgPer10Min,dVa_objectiveKillsAvgPer10Min,dVa_objectiveTimeAvgPer10Min,dVa_soloKillsAvgPer10Min,dVa_timeSpentOnFireAvgPer10Min,dVa_weaponAccuracy,dVa_damageBlockedAvgPer10Min,dVa_mechsCalledAvgPer10Min,dVa_selfDestructKillsAvgPer10Min,orisa_timePlayed,orisa_barrierDamageDoneAvgPer10Min,orisa_criticalHitsAvgPer10Min,orisa_deathsAvgPer10Min,orisa_eliminationsAvgPer10Min,orisa_finalBlowsAvgPer10Min,orisa_heroDamageDoneAvgPer10Min,orisa_objectiveKillsAvgPer10Min,orisa_objectiveTimeAvgPer10Min,orisa_soloKillsAvgPer10Min,orisa_timeSpentOnFireAvgPer10Min,orisa_weaponAccuracy,orisa_damageBlockedAvgPer10Min,orisa_superchargerAssistsAvgPer10Min,reinhardt_timePlayed,reinhardt_barrierDamageDoneAvgPer10Min,reinhardt_criticalHitsAvgPer10Min,reinhardt_deathsAvgPer10Min,reinhardt_eliminationsAvgPer10Min,reinhardt_finalBlowsAvgPer10Min,reinhardt_heroDamageDoneAvgPer10Min,reinhardt_objectiveKillsAvgPer10Min,reinhardt_objectiveTimeAvgPer10Min,reinhardt_soloKillsAvgPer10Min,reinhardt_timeSpentOnFireAvgPer10Min,reinhardt_weaponAccuracy,reinhardt_chargeKillsAvgPer10Min,reinhardt_damageBlockedAvgPer10Min,reinhardt_earthshatterKillsAvgPer10Min,reinhardt_fireStrikeKillsAvgPer10Min,roadhog_timePlayed,roadhog_barrierDamageDoneAvgPer10Min,roadhog_criticalHitsAvgPer10Min,roadhog_deathsAvgPer10Min,roadhog_eliminationsAvgPer10Min,roadhog_finalBlowsAvgPer10Min,roadhog_heroDamageDoneAvgPer10Min,roadhog_objectiveKillsAvgPer10Min,roadhog_objectiveTimeAvgPer10Min,roadhog_soloKillsAvgPer10Min,roadhog_timeSpentOnFireAvgPer10Min,roadhog_weaponAccuracy,roadhog_enemiesHookedAvgPer10Min,roadhog_hookAccuracy,roadhog_selfHealingAvgPer10Min,roadhog_wholeHogKillsAvgPer10Min,sigma_timePlayed,sigma_barrierDamageDoneAvgPer10Min,sigma_criticalHitsAvgPer10Min,sigma_deathsAvgPer10Min,sigma_eliminationsAvgPer10Min,sigma_finalBlowsAvgPer10Min,sigma_heroDamageDoneAvgPer10Min,sigma_objectiveKillsAvgPer10Min,sigma_objectiveTimeAvgPer10Min,sigma_soloKillsAvgPer10Min,sigma_timeSpentOnFireAvgPer10Min,sigma_weaponAccuracy,sigma_accretionKillsAvgPer10Min,sigma_damageAbsorbedAvgPer10Min,sigma_damageBlockedAvgPer10Min,sigma_graviticFluxKillsAvgPer10Min,winston_timePlayed,winston_barrierDamageDoneAvgPer10Min,winston_criticalHitsAvgPer10Min,winston_deathsAvgPer10Min,winston_eliminationsAvgPer10Min,winston_finalBlowsAvgPer10Min,winston_heroDamageDoneAvgPer10Min,winston_objectiveKillsAvgPer10Min,winston_objectiveTimeAvgPer10Min,winston_soloKillsAvgPer10Min,winston_timeSpentOnFireAvgPer10Min,winston_weaponAccuracy,winston_damageBlockedAvgPer10Min,winston_jumpPackKillsAvgPer10Min,winston_playersKnockedBackAvgPer10Min,winston_primalRageKillsAvgPer10Min,winston_primalRageMeleeAccuracy,winston_teslaCannonAccuracy,wreckingBall_timePlayed,wreckingBall_barrierDamageDoneAvgPer10Min,wreckingBall_criticalHitsAvgPer10Min,wreckingBall_deathsAvgPer10Min,wreckingBall_eliminationsAvgPer10Min,wreckingBall_finalBlowsAvgPer10Min,wreckingBall_heroDamageDoneAvgPer10Min,wreckingBall_objectiveKillsAvgPer10Min,wreckingBall_objectiveTimeAvgPer10Min,wreckingBall_soloKillsAvgPer10Min,wreckingBall_timeSpentOnFireAvgPer10Min,wreckingBall_weaponAccuracy,wreckingBall_grapplingClawKillsAvgPer10Min,wreckingBall_minefieldKillsAvgPer10Min,wreckingBall_piledriverKillsAvgPer10Min,wreckingBall_playersKnockedBackAvgPer10Min,zarya_timePlayed,zarya_barrierDamageDoneAvgPer10Min,zarya_criticalHitsAvgPer10Min,zarya_deathsAvgPer10Min,zarya_eliminationsAvgPer10Min,zarya_finalBlowsAvgPer10Min,zarya_heroDamageDoneAvgPer10Min,zarya_objectiveKillsAvgPer10Min,zarya_objectiveTimeAvgPer10Min,zarya_soloKillsAvgPer10Min,zarya_timeSpentOnFireAvgPer10Min,zarya_weaponAccuracy,zarya_averageEnergy,zarya_damageBlockedAvgPer10Min,zarya_gravitonSurgeKillsAvgPer10Min,zarya_highEnergyKillsAvgPer10Min,zarya_primaryFireAccuracy
634,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3611.0,4271.0,,7.7,21.05,7.59,7828.0,9.87,01:55,0.65,02:01,,5.21,4088.0,12002.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3623,6258,,3.73,27.37,11.07,9415,10.95,01:24,1.12,02:01,38%,48%,5925,5.35,19.41,34%
636,2689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7227,3615,,7.89,16.9,8.85,8598,4.94,01:17,0.64,00:57,,3.67,16660,2.87,6.54,3646,4806,191,4.51,23.02,13.27,8457,6.68,01:12,3.7,01:35,31%,18.69,48%,4002,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7204,5167,,5.97,23.32,9.76,8914,8.37,01:15,1.01,01:47,44%,45%,6477,4.42,16.89,46%
637,2310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,2556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631,2825,,8.0,17.43,8.16,6975,6.88,01:52,0.48,01:11,,3.52,17568,2.72,4.64,3613,6822,144,6.64,17.87,10.44,6877,5.22,01:47,1.74,00:34,22%,16.13,48%,4923,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,1772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,2747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,2167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7219,3440,,7.26,16.92,8.06,7776,7.5,02:05,0.16,01:12,,3.51,16157,3.43,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7229,6066,,4.95,25.16,9.97,9464,12.44,02:10,0.92,02:33,46%,58%,7230,5.09,21.2,38%
643,2899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14445,2395,,9.21,16.54,9.09,7940,7.22,01:32,0.84,00:57,,2.67,14528,2.87,5.39,,,,,,,,,,,,,,,,,3656.0,4426.0,,6.79,18.52,7.25,8700.0,7.36,01:05,1.84,01:02,,2.99,1569.0,8585.0,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93648,3510,,6.45,22.25,8.15,7818,8.94,01:12,1.21,01:16,55%,31%,4996,4.08,11.06,46%
646,3850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,2137,3635,4044,188,6.42,20.27,7.58,5297,8.75,03:52,0.87,00:40,23%,5396,3.79,2.19,,,,,,,,,,,,,,,32457,1470,,8.18,15.5,8.62,6347,7.55,02:34,0.92,01:08,,3.53,17773,2.81,4.77,18020,3702,107,6.98,17.18,7.81,6474,9.25,02:19,1.62,00:42,26%,16.44,49%,3890,2.3,,,,,,,,,,,,,,,,,14431,1380,,7.93,19.62,7.16,6427,8.56,02:25,0.83,00:48,,12253,4.21,42.78,2.02,47%,57%,,,,,,,,,,,,,,,,,54008,4348,,6.85,21.04,6.3,6656,10.01,02:08,0.5,00:49,41%,37%,5629,3.13,12.59,31%
648,2744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,2453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14446,2888,,7.86,16.34,7.23,7579,6.72,01:51,0.27,00:45,,3.25,14042,3.44,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3634,5306,,7.74,15.48,4.39,6987,6.58,01:24,0.35,00:46,44%,42%,6437,2.77,10.51,30%
650,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18035,1744,,8.28,19.06,10.58,6800,7.69,02:02,1.22,01:21,,3.29,16251,2.78,4.45,,,,,,,,,,,,,,,,,3639.0,3480.0,,6.27,15.83,4.29,6534.0,7.92,01:51,0.33,00:50,,1.48,3929.0,11534.0,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7207,4088,,6.89,15.12,3.98,5598,6.83,01:32,0.19,00:23,34%,40%,6018,2.15,9.55,26%
652,2396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,1428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3610,5347,,8.14,18.12,6.81,8286,6.81,01:10,0.66,00:56,41%,38%,6036,3.82,12.13,37%
655,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7230,1595,,9.78,9.78,4.92,5045,3.71,01:30,0.32,00:12,,2.81,14646,1.66,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3628,1656,,8.04,13.06,6.39,5228,6.03,01:34,0.91,00:21,,2.01,12994,1.64,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3638,1054,,8.86,12.01,4.5,4173,6.75,02:09,0.9,00:06,,8024,2.55,21.31,0.9,46%,60%,,,,,,,,,,,,,,,,,3604,2401,,5.85,13.99,2.43,4328,6.42,02:14,,00:03,42%,17%,2979,1.28,2.71,34%
657,3157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,2212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,1724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7209,2344,,6.95,17.5,8.63,7307,7.43,02:43,0.24,00:59,,3.52,20115,3.12,4.63,10821,2760,136,6.94,17.46,9.98,5865,5.64,01:09,1.4,00:38,34%,12.73,56%,3800,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18002,3030,,6.38,19.57,7.83,6465,8.72,01:53,0.86,01:02,44%,30%,4663,2.63,9.67,47%
661,2573,,,,,,,,,,,,,,,,3625.0,5090.0,,7.22,19.07,4.49,6381.0,10.9,01:25,0.27,00:13,31%,13315.0,8.99,21602,1986,,8.14,16.37,9.53,7130,5.12,01:46,0.97,00:56,,3.85,15517,3.21,5.54,3625,5395,166,7.19,23.73,13.19,8183,5.87,01:05,3.24,02:16,30%,20.38,56%,5041,2.88,3654.0,4412.0,,4.47,33.59,15.41,11103.0,10.02,01:33,2.0,03:30,,8.47,2746.0,10327.0,5.08,3630,1560,,10.08,16.26,5.2,5731,6.18,01:27,1.46,00:18,,11958,4.23,44.39,1.46,51%,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,2419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18032,2477,,7.62,16.25,7.42,7470,6.9,01:56,0.38,00:37,,2.42,15660,2.57,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1172,,,,,,,,,,,,,,,,10810.0,6121.0,,7.42,15.28,3.12,5285.0,9.86,01:32,0.36,00:12,22%,14675.0,8.5,25212,1857,,7.76,14.4,6.41,5848,7.45,02:02,0.38,00:38,,3.39,15398,2.43,4.71,3624,5710,117,7.12,15.28,6.17,5550,6.93,02:30,0.57,00:13,22%,14.71,46%,4626,1.61,50435.0,4552.0,,5.88,18.1,4.73,7218.0,10.33,02:00,0.3,01:08,,3.82,3232.0,8568058.0,2.03,7206,1700,,7.54,18.07,4.96,5803,9.33,02:19,0.4,00:08,,13179,5.1,47.25,1.52,43%,53%,3654.0,2467.0,,10.21,11.99,4.36,5502.0,7.53,02:57,0.5,00:10,25%,3.37,2.08,3.47,61.65,10827,4198,,7.38,14.91,2.65,4805,9.2,02:01,0.26,00:19,27%,37%,5623,1.51,9.41,28%
664,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36036,2703,,7.26,15.3,6.45,6090,6.63,01:57,0.26,00:30,,3.26,15567,2.86,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3616,5786,,7.01,19.94,6.57,7186,8.99,01:39,0.33,00:50,45%,40%,5631,3.84,13.81,37%
665,2660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3616,4204,,6.04,23.02,6.81,9064,13.04,02:09,0.48,01:39,33%,36%,5346,4.03,13.43,36%
667,1044,,,,,,,,,,,,,,,,3613.0,4036.0,,6.34,19.44,5.73,7076.0,9.72,01:13,0.52,00:44,27%,15021.0,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3658.0,4513.0,,7.05,21.55,5.39,9220.0,6.41,00:42,,01:05,,2.57,3100.0,11583735.0,2.44,3603,1514,,10.66,21.8,8.28,8077,8.66,01:12,0.95,00:23,,12562,9.33,77.68,1.9,50%,70%,7256.0,2651.0,,9.22,16.25,5.11,7414.0,7.24,01:14,0.43,00:01,38%,5.82,2.77,4.19,70.89,39632,4609,,7.06,24.62,8.87,9550,8.48,01:00,0.92,01:33,43%,38%,5662,5.09,15.34,48%
669,2447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10817,2286,,7.31,15.25,7.85,6391,5.8,01:36,0.89,00:34,,3.17,16261,2.5,5.84,36000,3646,149,6.57,20.15,11.2,7198,6.2,00:58,2.47,00:42,32%,17.61,50%,3224,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25230,2035,,6.69,18.16,10.25,7536,6.45,01:46,0.86,00:58,,4.96,17260,3.85,6.25,7241,5429,91.31,6.92,15.62,8.08,5148,5.36,01:14,1.94,00:17,27%,13.21,43%,4642,2.72,,,,,,,,,,,,,,,,,3625,1336,,7.91,23.02,8.27,6818,9.35,01:31,0.96,00:44,,11315,4.67,44.47,2.52,48%,60%,,,,,,,,,,,,,,,,,7227,4691,,5.18,24.86,9.77,7688,10.44,01:33,1.2,01:22,41%,40%,5631,4.65,14.16,40%
671,1802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,2424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3656,1138,,8.42,21.61,9.53,8980,9.37,02:33,0.95,01:33,,2.86,9311,5.24,7.63,3633,4033,96.87,6.87,14.38,6.24,5404,6.11,01:28,1.4,00:14,22%,14.13,44%,4325,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,2786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21638,2322,,7.35,18.63,9.43,7886,7.09,01:42,0.53,01:23,,2.97,12886,3.35,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,3191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54008,3239,,7.34,21.04,10.93,9324,7.17,01:50,0.86,01:25,,3.93,14842,4.34,7.09,7213,3914,119,6.92,21.5,9.77,7909,7.29,01:24,1.97,01:29,30%,16.32,52%,5150,3.72,3631.0,4776.0,,6.92,17.98,6.41,9388.0,5.66,01:03,0.5,00:37,,3.14,1605.0,12008.0,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3606,4266,,7.56,16.74,7.42,7254,8.37,00:59,1.48,00:32,36%,42%,6534,3.78,10.8,41%
676,2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631,3535,,7.31,21.93,10.76,10072,8.69,01:41,0.69,01:37,,4.69,16137,4.41,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,1974,3618,6873,340,3.39,30.28,12.53,9135,10.89,02:15,1.83,02:50,34%,7619,5.67,3.39,,,,,,,,,,,,,,,3633,1702,,5.2,17.71,9.1,7429,9.1,02:02,0.16,01:53,,3.41,22606,3.57,6.01,7208,4140,196,5.25,20.21,10.73,7269,9.25,01:52,1.77,00:56,38%,20.67,59%,5152,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,2540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28840,1814,,7.95,15.03,7.47,6736,6.2,02:12,0.49,00:41,,4.0,18805,2.41,4.33,7219,5787,87.17,6.19,15.58,5.83,4743,6.04,01:10,0.73,00:07,21%,12.16,38%,3771,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3652,5442,,7.79,14.47,3.9,5091,7.65,01:52,0.83,00:10,31%,38%,6059,0.97,8.91,26%
680,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,2518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,2653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,2762,3644,3737,237,6.83,24.03,11.24,8704,9.48,01:32,1.65,02:03,29%,4253,5.18,2.09,,,,,,,,,,,,,,,7247,3137,,8.56,13.79,6.89,7261,5.15,01:24,0.29,00:27,,2.32,15400,2.69,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614.0,2073.0,,8.41,21.41,8.29,6524.0,8.07,01:06,1.01,00:11,34%,7.85,2.24,7.17,58.84,10803,5500,,7.77,19.75,6.7,8415,7.28,01:29,0.63,00:59,48%,36%,5891,4.03,11.99,42%
684,2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21649,2259,,7.71,12.51,6.25,5711,5.0,02:08,0.36,00:28,,1.64,17654,2.74,3.99,46822,4303,133,6.03,18.1,9.4,6500,7.09,01:46,1.51,00:45,29%,15.39,50%,3829,2.74,,,,,,,,,,,,,,,,,3628,1453,,8.61,16.38,5.66,6381,5.4,01:40,0.76,00:06,,11353,4.39,44.74,1.86,44%,66%,,,,,,,,,,,,,,,,,147631,3852,,6.23,20.48,7.1,7502,8.43,01:48,0.58,01:03,42%,34%,5208,3.95,11.15,43%
685,2417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,2723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7205,3084,,10.35,14.5,7.46,7376,3.45,01:43,0.91,00:45,,3.87,13585,3.38,4.22,36012,4362,119,7.66,15.99,8.28,6501,4.83,01:09,1.49,00:33,24%,15.29,47%,3899,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36055.0,2964.0,,6.93,18.82,7.06,8194.0,6.76,01:45,1.0,00:13,33%,8.53,2.54,4.84,87.28,7240,4277,,6.24,18.44,6.1,7309,9.04,01:58,0.35,00:30,34%,46%,6629,3.08,12.06,39%
688,2864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3628,3007,,6.6,12.78,6.18,6568,5.03,02:34,0.31,00:46,,2.93,15820,2.2,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3613,5111,,4.91,22.25,9.25,7714,8.38,01:26,0.43,00:30,33%,46%,6114,3.9,15.89,37%
689,2946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7234,2284,,8.6,17.97,8.46,8345,8.46,02:25,0.39,01:02,,5.08,15062,3.06,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10822,4858,,6.64,24.36,8.6,8436,11.46,01:38,0.62,01:32,40%,43%,6128,4.63,15.48,42%
691,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,2617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3608,5490,,6.39,19.83,5.72,7670,7.99,01:40,0.4,00:43,38%,34%,5318,3.86,10.25,39%
